Start debug log file for scene: MainMenuUI -> 2016-04-09 (22:10:56:5578)

5:3033)
2016-04-06 (11:08:52:7941)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 2, PlayerScore: 75)? False.
{"LevelId":13,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":14,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":15,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":16,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":17,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":18,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":19,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":20,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":21,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":22,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":23,"NumberOfStars":3,"PlayerScore":0}
]
2016-04-08 (11:58:46:1712)| scene: 19HotPotato1 | Write >> Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
	 -> JSON: [
{"LevelId":0,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":1,"NumberOfStars":2,"PlayerScore":106},
{"LevelId":2,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":3,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":4,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":5,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":6,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":7,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":8,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":9,"NumberOfStars":2,"PlayerScore":94},
{"LevelId":10,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":11,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":12,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":13,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":14,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":15,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":16,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":17,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":18,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":19,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":20,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":21,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":22,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":23,"NumberOfStars":3,"PlayerScore":0}
]
2016-04-08 (11:58:46:1713)| scene: 19HotPotato1 | Write >> Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
	 -> JSON: [
{"LevelId":0,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":1,"NumberOfStars":2,"PlayerScore":106},
{"LevelId":2,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":3,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":4,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":5,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":6,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":7,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":8,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":9,"NumberOfStars":2,"PlayerScore":94},
{"LevelId":10,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":11,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":12,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":13,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":14,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":15,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":16,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":17,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":18,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":19,"NumberOfStars":3,"PlayerScore":100},
{"LevelId":20,"NumberOfStars":3,"PlayerScore":0},
{"LevelId":21,"NumberOfStars":1,"PlayerScore":0},
{"LevelId":22,"NumberOfStars":2,"PlayerScore":0},
{"LevelId":23,"NumberOfStars":3,"PlayerScore":0}
]
2016-04-08 (11:58:46:4835)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4845)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (11:58:46:4854)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4862)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4873)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4883)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4892)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4901)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4911)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4920)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (11:58:46:4932)| scene: MainMenuUI | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4941)| scene: MainMenuUI | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4949)| scene: MainMenuUI | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4959)| scene: MainMenuUI | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:4969)| scene: MainMenuUI | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4978)| scene: MainMenuUI | Replaced: Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4985)| scene: MainMenuUI | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4991)| scene: MainMenuUI | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:4997)| scene: MainMenuUI | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:58:46:5003)| scene: MainMenuUI | Replaced: Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (11:58:46:5009)| scene: MainMenuUI | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:5015)| scene: MainMenuUI | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (11:58:46:5021)| scene: MainMenuUI | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (11:58:46:5027)| scene: MainMenuUI | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (11:58:46:5033)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:58:46:5034)| scene: MainMenuUI | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (11:58:46:5034)| scene: MainMenuUI | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5034)| scene: MainMenuUI | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5034)| scene: MainMenuUI | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5034)| scene: MainMenuUI | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:58:46:5035)| scene: MainMenuUI | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5035)| scene: MainMenuUI | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5035)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5035)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:58:46:5036)| scene: MainMenuUI | Read << Level State: (LevelId: 15, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:58:46:5037)| scene: MainMenuUI | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:58:46:5037)| scene: MainMenuUI | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:58:46:5037)| scene: MainMenuUI | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:58:46:5037)| scene: MainMenuUI | Read << Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (11:58:46:5038)| scene: MainMenuUI | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (11:58:46:5038)| scene: MainMenuUI | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (11:58:46:5038)| scene: MainMenuUI | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (11:58:46:5038)| scene: MainMenuUI | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1237)| scene: MainMenuUI | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1248)| scene: MainMenuUI | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (12:10:55:1254)| scene: MainMenuUI | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1259)| scene: MainMenuUI | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1263)| scene: MainMenuUI | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1268)| scene: MainMenuUI | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1273)| scene: MainMenuUI | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1277)| scene: MainMenuUI | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1282)| scene: MainMenuUI | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1286)| scene: MainMenuUI | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (12:10:55:1291)| scene: MainMenuUI | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1295)| scene: MainMenuUI | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1300)| scene: MainMenuUI | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1305)| scene: MainMenuUI | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1309)| scene: MainMenuUI | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1314)| scene: MainMenuUI | Replaced: Level State: (LevelId: 15, NumberOfStars: 2, PlayerScore: 95)? False.
2016-04-08 (12:10:55:1319)| scene: MainMenuUI | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1326)| scene: MainMenuUI | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1331)| scene: MainMenuUI | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1336)| scene: MainMenuUI | Replaced: Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:10:55:1341)| scene: MainMenuUI | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1346)| scene: MainMenuUI | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1355)| scene: MainMenuUI | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1364)| scene: MainMenuUI | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:10:55:1389)| scene: MainMenuUI | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:10:55:1389)| scene: MainMenuUI | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (12:10:55:1390)| scene: MainMenuUI | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1390)| scene: MainMenuUI | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1390)| scene: MainMenuUI | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1390)| scene: MainMenuUI | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1391)| scene: MainMenuUI | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1391)| scene: MainMenuUI | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1391)| scene: MainMenuUI | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1392)| scene: MainMenuUI | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (12:10:55:1392)| scene: MainMenuUI | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:10:55:1392)| scene: MainMenuUI | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1393)| scene: MainMenuUI | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1393)| scene: MainMenuUI | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1393)| scene: MainMenuUI | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1393)| scene: MainMenuUI | Read << Level State: (LevelId: 15, NumberOfStars: 2, PlayerScore: 95)
2016-04-08 (12:10:55:1394)| scene: MainMenuUI | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:10:55:1394)| scene: MainMenuUI | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1394)| scene: MainMenuUI | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:10:55:1395)| scene: MainMenuUI | Read << Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:10:55:1395)| scene: MainMenuUI | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:10:55:1395)| scene: MainMenuUI | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:10:55:1395)| scene: MainMenuUI | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:10:55:1396)| scene: MainMenuUI | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8619)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8637)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (12:16:45:8646)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8655)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8667)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8676)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8685)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8693)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8703)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8711)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (12:16:45:8724)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8732)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8738)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8744)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8750)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8756)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 15, NumberOfStars: 2, PlayerScore: 95)? False.
2016-04-08 (12:16:45:8764)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8770)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8778)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8783)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:16:45:8787)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8792)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8796)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8801)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:16:45:8824)| scene: 19HotPotato1 | Read << Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:16:45:8825)| scene: 19HotPotato1 | Read << Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)
2016-04-08 (12:16:45:8825)| scene: 19HotPotato1 | Read << Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8825)| scene: 19HotPotato1 | Read << Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8826)| scene: 19HotPotato1 | Read << Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8826)| scene: 19HotPotato1 | Read << Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8826)| scene: 19HotPotato1 | Read << Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8826)| scene: 19HotPotato1 | Read << Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8827)| scene: 19HotPotato1 | Read << Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8827)| scene: 19HotPotato1 | Read << Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)
2016-04-08 (12:16:45:8827)| scene: 19HotPotato1 | Read << Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:16:45:8828)| scene: 19HotPotato1 | Read << Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8828)| scene: 19HotPotato1 | Read << Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8828)| scene: 19HotPotato1 | Read << Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8829)| scene: 19HotPotato1 | Read << Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8829)| scene: 19HotPotato1 | Read << Level State: (LevelId: 15, NumberOfStars: 2, PlayerScore: 95)
2016-04-08 (12:16:45:8829)| scene: 19HotPotato1 | Read << Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:16:45:8829)| scene: 19HotPotato1 | Read << Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8830)| scene: 19HotPotato1 | Read << Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:16:45:8830)| scene: 19HotPotato1 | Read << Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)
2016-04-08 (12:16:45:8830)| scene: 19HotPotato1 | Read << Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:16:45:8831)| scene: 19HotPotato1 | Read << Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)
2016-04-08 (12:16:45:8831)| scene: 19HotPotato1 | Read << Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)
2016-04-08 (12:16:45:8831)| scene: 19HotPotato1 | Read << Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)
2016-04-08 (12:18:55:0069)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 0, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0082)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 1, NumberOfStars: 2, PlayerScore: 106)? False.
2016-04-08 (12:18:55:0091)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 2, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0098)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 3, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0104)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 4, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0110)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 5, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0116)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 6, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0125)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 7, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0132)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 8, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0139)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 9, NumberOfStars: 2, PlayerScore: 94)? False.
2016-04-08 (12:18:55:0150)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 10, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0156)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 11, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0162)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 12, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0168)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 13, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0174)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 14, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0180)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 15, NumberOfStars: 2, PlayerScore: 95)? False.
2016-04-08 (12:18:55:0186)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 16, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0191)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 17, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0197)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 18, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0203)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 19, NumberOfStars: 3, PlayerScore: 100)? False.
2016-04-08 (12:18:55:0208)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 20, NumberOfStars: 3, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0213)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 21, NumberOfStars: 1, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0217)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 22, NumberOfStars: 2, PlayerScore: 0)? False.
2016-04-08 (12:18:55:0222)| scene: 19HotPotato1 | Replaced: Level State: (LevelId: 23, NumberOfStars: 3, PlayerScore: 0)? False.
